학교코드,학교명,설립년도,남녀공학구분명,주야구분명,우편번호시도명,학교종류구분명,설립구분명
A000022609,성지여자중학교,1949,여,주간,경상남도,중학교,사립
A000022610,양덕여자중학교,1981,여,주간,경상남도,중학교,공립
A000022611,양덕중학교,1980,남,주간,경상남도,중학교,공립
A000022612,진전중학교,1954,남여공학,주간,경상남도,중학교,공립
A000022613,창신중학교,1948,남,주간,경상남도,중학교,사립
A000022614,합포여자중학교,1982,여,주간,경상남도,중학교,공립
A000022615,합포중학교,1985,남여공학,주간,경상남도,중학교,공립
A000022616,해운중학교,1992,남,주간,경상남도,중학교,공립
A000022617,가포초등학교,1948,남여공학,주간,경상남도,초등학교,공립
A000022618,감천초등학교,1944,남여공학,주간,경상남도,초등학교,공립
A000022619,광려초등학교,2001,남여공학,주간,경상남도,초등학교,공립
A000022620,교동초등학교,1980,남여공학,주간,경상남도,초등학교,공립
A000022621,교방초등학교,1970,남여공학,주간,경상남도,초등학교,공립
A000022622,구산초등학교,1922,남여공학,주간,경상남도,초등학교,공립
A000022623,구암초등학교,1980,남여공학,주간,경상남도,초등학교,공립
A000022624,내서초등학교,1923,남여공학,주간,경상남도,초등학교,공립
A000022625,무학초등학교,1945,남여공학,주간,경상남도,초등학교,공립
A000022626,반동초등학교,1940,남여공학,주간,경상남도,초등학교,공립
A000022627,봉덕초등학교,1957,남여공학,주간,경상남도,초등학교,공립
A000022628,북성초등학교,1982,남여공학,주간,경상남도,초등학교,공립
A000022629,산호초등학교,1968,남여공학,주간,경상남도,초등학교,공립
A000022630,삼계초등학교,1967,남여공학,주간,경상남도,초등학교,공립
A000022631,상남초등학교,1959,남여공학,주간,경상남도,초등학교,공립
A000022632,상일초등학교,1995,남여공학,주간,경상남도,초등학교,공립
A000022633,석전초등학교,1975,남여공학,주간,경상남도,초등학교,공립
A000022634,성호초등학교,1901,남여공학,주간,경상남도,초등학교,공립
A000022635,마산신월초등학교,1998,남여공학,주간,경상남도,초등학교,공립
A000022636,양덕초등학교,1974,남여공학,주간,경상남도,초등학교,공립
A000022637,완월초등학교,1938,남여공학,주간,경상남도,초등학교,공립
A000022638,용마초등학교,1986,남여공학,주간,경상남도,초등학교,공립
A000022639,우산초등학교,1951,남여공학,주간,경상남도,초등학교,공립
A000022640,월성초등학교,1981,남여공학,주간,경상남도,초등학교,공립
